"","copynumber_r","Gene","Species","CopyNumber"
"3976","0","BLGH_06998","103-tritici-LIB1335",0.494875314946847
"3977","0","BLGH_06999","103-tritici-LIB1335",0.220346922075249
"3978","0","BLGH_07000","103-tritici-LIB1335",0.109134088763685
"3979","0","BLGH_07001","103-tritici-LIB1335",0
"3980","0","BLGH_07003","103-tritici-LIB1335",0.239471371915743
"3981","0","BLGH_07004","103-tritici-LIB1335",0
"3982","0","BLGH_07005","103-tritici-LIB1335",0
"3983","0","BLGH_07006","103-tritici-LIB1335",0
"3984","0","BLGH_07007","103-tritici-LIB1335",0
"3985","0","BLGH_07008","103-tritici-LIB1335",0
"3986","0","BLGH_07009","103-tritici-LIB1335",0
"3987","1","BLGH_07017","103-tritici-LIB1335",1.20072779668338
"3988","0","BLGH_07018","103-tritici-LIB1335",0.0926526141340671
"3989","0","BLGH_07019","103-tritici-LIB1335",0.0623623364363914
"3990","0","BLGH_07020","103-tritici-LIB1335",0
"3991","0","BLGH_07021","103-tritici-LIB1335",0
"3992","1","BLGH_07022","103-tritici-LIB1335",0.935777184052503
"3993","1","BLGH_07023","103-tritici-LIB1335",0.918389960849246
"3994","1","BLGH_07024","103-tritici-LIB1335",0.623423804887316
"3995","0","BLGH_07025","103-tritici-LIB1335",0.370660647551509
"3996","2","BLGH_07030","103-tritici-LIB1335",1.53974620349722
"3997","1","BLGH_07039","103-tritici-LIB1335",1.34995913568281
"3998","1","BLGH_07041","103-tritici-LIB1335",0.819475853779007
"3999","0","BLGH_07045","103-tritici-LIB1335",0
"4000","0","BLGH_07046","103-tritici-LIB1335",0.251717067070525
"4001","0","BLGH_07047","103-tritici-LIB1335",0
"4002","0","BLGH_07048","103-tritici-LIB1335",0.20288546787306
"4003","0","BLGH_07049","103-tritici-LIB1335",0
"4004","1","BLGH_07050","103-tritici-LIB1335",0.767709367269854
"4005","0","BLGH_07059","103-tritici-LIB1335",0
"4006","0","BLGH_07064","103-tritici-LIB1335",0
"4007","0","BLGH_07066","103-tritici-LIB1335",0
"4008","1","BLGH_07068","103-tritici-LIB1335",0.985324915694982
"4009","0","BLGH_07070","103-tritici-LIB1335",0.295000965403451
"4010","1","BLGH_07077","103-tritici-LIB1335",0.713053608530142
"4011","0","BLGH_07078","103-tritici-LIB1335",0
"4012","0","BLGH_07079","103-tritici-LIB1335",0
"4013","0","BLGH_07081","103-tritici-LIB1335",0.242322221581406
"4014","0","BLGH_07082","103-tritici-LIB1335",0.365265113413149
"4015","0","BLGH_07084","103-tritici-LIB1335",0.257764323937084
"4016","0","BLGH_07085","103-tritici-LIB1335",0
"4017","0","BLGH_07086","103-tritici-LIB1335",0.304328201809589
"4018","0","BLGH_07087","103-tritici-LIB1335",0
"4019","0","BLGH_07091","103-tritici-LIB1335",0.0124724672872783
"4020","0","BLGH_07092","103-tritici-LIB1335",0.0698458168087583
"4021","0","BLGH_07096","103-tritici-LIB1335",0.195105023993853
"4022","0","BLGH_07099","103-tritici-LIB1335",0
"4023","0","BLGH_07101","103-tritici-LIB1335",0
"4024","0","BLGH_07103","103-tritici-LIB1335",0
"4025","0","BLGH_07110","103-tritici-LIB1335",0.243906026951219
"4026","1","BLGH_00023","104-tritici-LIB920",0.520197710560825
"4027","1","BLGH_00024","104-tritici-LIB920",0.625357295590466
"4028","1","BLGH_00025","104-tritici-LIB920",0.628854865506758
"4029","0","BLGH_00026","104-tritici-LIB920",0.110201923834367
"4030","0","BLGH_00027","104-tritici-LIB920",0.415147933660349
"4031","1","BLGH_00028","104-tritici-LIB920",0.928954113909343
"4032","0","BLGH_00029","104-tritici-LIB920",0.326139580253955
"4033","0","BLGH_00030","104-tritici-LIB920",0.31888473355142
"4034","0","BLGH_00031","104-tritici-LIB920",0.0554836074860529
"4035","1","BLGH_00032","104-tritici-LIB920",1.16401438013883
"4036","0","BLGH_00033","104-tritici-LIB920",0.23197432082264
"4037","1","BLGH_00034","104-tritici-LIB920",0.523395363951766
"4038","1","BLGH_00041","104-tritici-LIB920",0.900246038354974
"4039","1","BLGH_00049","104-tritici-LIB920",0.728286367801544
"4040","1","BLGH_00076","104-tritici-LIB920",0.892277287662069
"4041","1","BLGH_00090","104-tritici-LIB920",0.920040354018141
"4042","1","BLGH_00097","104-tritici-LIB920",0.970264992898486
"4043","1","BLGH_00100","104-tritici-LIB920",0.587694918021881
"4044","1","BLGH_00119","104-tritici-LIB920",0.734211002546943
"4045","1","BLGH_00140","104-tritici-LIB920",0.865348452285416
"4046","1","BLGH_00146","104-tritici-LIB920",1.08041715668296
"4047","1","BLGH_00163","104-tritici-LIB920",1.18960397670314
"4048","1","BLGH_00164","104-tritici-LIB920",0.810779901245266
"4049","1","BLGH_00172","104-tritici-LIB920",0.960579042999362
"4050","1","BLGH_00189","104-tritici-LIB920",0.851218591242994
"4051","1","BLGH_00220","104-tritici-LIB920",0.849633536400396
"4052","1","BLGH_00223","104-tritici-LIB920",0.912785685677705
"4053","1","BLGH_00252","104-tritici-LIB920",1.00759833609329
"4054","1","BLGH_00257","104-tritici-LIB920",1.11355600224508
"4055","1","BLGH_00279","104-tritici-LIB920",1.03876228021921
"4056","1","BLGH_00280","104-tritici-LIB920",0.726118680110831
"4057","1","BLGH_00289","104-tritici-LIB920",0.750325720457492
"4058","1","BLGH_00293","104-tritici-LIB920",0.841517462410205
"4059","1","BLGH_00294","104-tritici-LIB920",0.806772751815718
"4060","1","BLGH_00314","104-tritici-LIB920",0.539783130916487
"4061","0","BLGH_00316","104-tritici-LIB920",0
"4062","1","BLGH_00344","104-tritici-LIB920",0.824241579863008
"4063","1","BLGH_00369","104-tritici-LIB920",0.641042010458694
"4064","1","BLGH_00379","104-tritici-LIB920",0.92359474155431
"4065","1","BLGH_00432","104-tritici-LIB920",1.24784913384386
"4066","1","BLGH_00434","104-tritici-LIB920",0.653319478148273
"4067","1","BLGH_00436","104-tritici-LIB920",0.840764815213002
"4068","1","BLGH_00437","104-tritici-LIB920",0.735216824304548
"4069","1","BLGH_00459","104-tritici-LIB920",0.843238745692073
"4070","1","BLGH_00464","104-tritici-LIB920",0.892349344295168
"4071","2","BLGH_00508","104-tritici-LIB920",1.95252915035343
"4072","1","BLGH_00510","104-tritici-LIB920",0.78504521523154
"4073","1","BLGH_00540","104-tritici-LIB920",0.835407917347896
"4074","1","BLGH_00554","104-tritici-LIB920",0.828412939464836
"4075","1","BLGH_00569","104-tritici-LIB920",0.777158890057143
"4076","1","BLGH_00605","104-tritici-LIB920",0.664689906404821
"4077","1","BLGH_00641","104-tritici-LIB920",0.700425060903932
"4078","0","BLGH_00697","104-tritici-LIB920",0.0499352467374476
"4079","0","BLGH_00698","104-tritici-LIB920",0.0166450822458159
"4080","0","BLGH_00700","104-tritici-LIB920",0
"4081","0","BLGH_00708","104-tritici-LIB920",0.0499352467374476
"4082","0","BLGH_00709","104-tritici-LIB920",0
"4083","1","BLGH_00724","104-tritici-LIB920",0.96687914699449
"4084","0","BLGH_00730","104-tritici-LIB920",0.0166450822458159
"4085","0","BLGH_00732","104-tritici-LIB920",0.416466751701434
"4086","1","BLGH_00733","104-tritici-LIB920",1.04284831901215
"4087","1","BLGH_00773","104-tritici-LIB920",0.937314327226362
"4088","1","BLGH_00785","104-tritici-LIB920",0.872781269063215
"4089","1","BLGH_00809","104-tritici-LIB920",1.07147302664888
"4090","1","BLGH_00828","104-tritici-LIB920",1.10704731347784
"4091","0","BLGH_00837","104-tritici-LIB920",0.210837708447001
"4092","1","BLGH_00838","104-tritici-LIB920",0.574678517537745
"4093","1","BLGH_00845","104-tritici-LIB920",0.620306731694072
"4094","0","BLGH_00847","104-tritici-LIB920",0.468142938163572
"4095","0","BLGH_00850","104-tritici-LIB920",0.41945607259456
"4096","1","BLGH_00851","104-tritici-LIB920",0.579248862154393
"4097","1","BLGH_00857","104-tritici-LIB920",1.36246087846239
"4098","1","BLGH_00867","104-tritici-LIB920",0.720868153111246
"4099","0","BLGH_00874","104-tritici-LIB920",0.483686507613709
"4100","1","BLGH_00892","104-tritici-LIB920",0.54651353373762
"4101","1","BLGH_00893","104-tritici-LIB920",0.824264472812802
"4102","0","BLGH_00918","104-tritici-LIB920",0.356400584557469
"4103","1","BLGH_00919","104-tritici-LIB920",0.981640228580974
"4104","0","BLGH_00921","104-tritici-LIB920",0.273329771615503
"4105","1","BLGH_00952","104-tritici-LIB920",1.01614096599272
"4106","1","BLGH_00969","104-tritici-LIB920",1.06105346316125
"4107","1","BLGH_00978","104-tritici-LIB920",0.948128040850102
"4108","1","BLGH_01001","104-tritici-LIB920",0.66854483279077
"4109","1","BLGH_01006","104-tritici-LIB920",0.951656473493252
"4110","1","BLGH_01048","104-tritici-LIB920",0.875787404318312
"4111","1","BLGH_01082","104-tritici-LIB920",1.1770556387536
"4112","2","BLGH_01089","104-tritici-LIB920",1.61554711751756
"4113","1","BLGH_01108","104-tritici-LIB920",0.74053349311053
"4114","1","BLGH_01111","104-tritici-LIB920",0.992598863127171
"4115","1","BLGH_01189","104-tritici-LIB920",0.940092010625467
"4116","0","BLGH_01226","104-tritici-LIB920",0.438597917177248
"4117","0","BLGH_01256","104-tritici-LIB920",0.369890716573686
"4118","0","BLGH_01257","104-tritici-LIB920",0.0924726791434217
"4119","0","BLGH_01258","104-tritici-LIB920",0.0665803289832635
"4120","0","BLGH_01259","104-tritici-LIB920",0.0466062302882845
"4121","1","BLGH_01261","104-tritici-LIB920",0.968657318746766
"4122","0","BLGH_01268","104-tritici-LIB920",0.252450414061541
"4123","0","BLGH_01270","104-tritici-LIB920",0.255224594435844
"4124","0","BLGH_01271","104-tritici-LIB920",0
"4125","0","BLGH_01273","104-tritici-LIB920",0.159792789559833
"4126","0","BLGH_01274","104-tritici-LIB920",0
"4127","0","BLGH_01275","104-tritici-LIB920",0.141483199089435
"4128","1","BLGH_01277","104-tritici-LIB920",0.600055214961662
"4129","0","BLGH_01278","104-tritici-LIB920",0.210837708447001
"4130","0","BLGH_01286","104-tritici-LIB920",0
"4131","1","BLGH_01368","104-tritici-LIB920",0.871505813331459
"4132","1","BLGH_01400","104-tritici-LIB920",1.0569110298073
"4133","1","BLGH_01403","104-tritici-LIB920",0.799419977449732
"4134","1","BLGH_01413","104-tritici-LIB920",0.821317632259247
"4135","0","BLGH_01445","104-tritici-LIB920",0.478391993435301
"4136","1","BLGH_01448","104-tritici-LIB920",0.63577686695783
"4137","1","BLGH_01454","104-tritici-LIB920",1.09423733313429
"4138","1","BLGH_01483","104-tritici-LIB920",0.845838887935361
"4139","1","BLGH_01490","104-tritici-LIB920",0.744581205541007
"4140","1","BLGH_01491","104-tritici-LIB920",0.583641553980231
"4141","1","BLGH_01505","104-tritici-LIB920",0.752916788975623
"4142","1","BLGH_01521","104-tritici-LIB920",1.20040258998207
"4143","1","BLGH_01542","104-tritici-LIB920",0.615471731613144
"4144","1","BLGH_01558","104-tritici-LIB920",0.88816125876529
"4145","1","BLGH_01564","104-tritici-LIB920",0.581537560963192
"4146","1","BLGH_01576","104-tritici-LIB920",0.840428915997319
"4147","1","BLGH_01590","104-tritici-LIB920",0.782766314000814
"4148","1","BLGH_01599","104-tritici-LIB920",0.921232118406464
"4149","1","BLGH_01616","104-tritici-LIB920",0.773779214662015
"4150","1","BLGH_01623","104-tritici-LIB920",1.00943867937476
"4151","1","BLGH_01637","104-tritici-LIB920",0.677930421183158
"4152","1","BLGH_01641","104-tritici-LIB920",0.734204174686535
"4153","1","BLGH_01650","104-tritici-LIB920",1.42096438961649
"4154","0","BLGH_01668","104-tritici-LIB920",0.0110967214972106
"4155","1","BLGH_01670","104-tritici-LIB920",0.889217282643141
"4156","1","BLGH_01682","104-tritici-LIB920",0.768491998290949
"4157","1","BLGH_01683","104-tritici-LIB920",0.56145142806079
"4158","1","BLGH_01685","104-tritici-LIB920",0.886551981391056
"4159","1","BLGH_01687","104-tritici-LIB920",0.732383618815899
"4160","1","BLGH_01708","104-tritici-LIB920",1.03199509924058
"4161","1","BLGH_01709","104-tritici-LIB920",0.764383466854366
"4162","1","BLGH_01710","104-tritici-LIB920",0.800229733521277
"4163","0","BLGH_01711","104-tritici-LIB920",0.399481973899581
"4164","1","BLGH_01715","104-tritici-LIB920",0.887942525039379
"4165","1","BLGH_01717","104-tritici-LIB920",1.34764795426486
"4166","2","BLGH_01720","104-tritici-LIB920",1.55505850998517
"4167","0","BLGH_01722","104-tritici-LIB920",0.353471177447732
"4168","1","BLGH_01724","104-tritici-LIB920",0.527770900477089
"4169","1","BLGH_01725","104-tritici-LIB920",0.604512052404117
"4170","0","BLGH_01734","104-tritici-LIB920",0
"4171","2","BLGH_01739","104-tritici-LIB920",1.66168170118135
"4172","1","BLGH_01844","104-tritici-LIB920",0.55052068316717
"4173","1","BLGH_01852","104-tritici-LIB920",1.11852720325446
"4174","1","BLGH_01878","104-tritici-LIB920",0.983130849752197
"4175","1","BLGH_01917","104-tritici-LIB920",1.38473515560378
"4176","1","BLGH_01965","104-tritici-LIB920",0.905510765471555
"4177","1","BLGH_01980","104-tritici-LIB920",0.83806418816905
"4178","0","BLGH_01984","104-tritici-LIB920",0
"4179","0","BLGH_02036","104-tritici-LIB920",0.420209812167956
"4180","0","BLGH_02037","104-tritici-LIB920",0.292213666093212
"4181","1","BLGH_02055","104-tritici-LIB920",0.748699746867133
"4182","1","BLGH_02056","104-tritici-LIB920",0.603271764638894
"4183","2","BLGH_02064","104-tritici-LIB920",2.23075120882608
"4184","1","BLGH_02072","104-tritici-LIB920",1.08193034597803
"4185","0","BLGH_02085","104-tritici-LIB920",0.261064974171218
"4186","1","BLGH_02098","104-tritici-LIB920",0.607730447330566
"4187","0","BLGH_02099","104-tritici-LIB920",0
"4188","0","BLGH_02100","104-tritici-LIB920",0.0110967214972106
"4189","1","BLGH_02141","104-tritici-LIB920",0.957206236547055
"4190","1","BLGH_02144","104-tritici-LIB920",0.641592261111448
"4191","1","BLGH_02159","104-tritici-LIB920",0.966986408924308
"4192","1","BLGH_02164","104-tritici-LIB920",0.823688222012245
"4193","1","BLGH_02166","104-tritici-LIB920",0.705109749111911
"4194","1","BLGH_02169","104-tritici-LIB920",0.576488214367281
"4195","1","BLGH_02173","104-tritici-LIB920",0.916251855336079
"4196","1","BLGH_02180","104-tritici-LIB920",1.02569696001244
"4197","1","BLGH_02189","104-tritici-LIB920",0.827538005654479
"4198","0","BLGH_02198","104-tritici-LIB920",0
"4199","2","BLGH_02201","104-tritici-LIB920",1.52320595029917
"4200","1","BLGH_02203","104-tritici-LIB920",0.531983420688056
"4201","1","BLGH_02204","104-tritici-LIB920",0.521989779228786
"4202","0","BLGH_02205","104-tritici-LIB920",0.356103880774122
"4203","0","BLGH_02207","104-tritici-LIB920",0.433812456031576
"4204","0","BLGH_02214","104-tritici-LIB920",0.0499352467374476
"4205","1","BLGH_02215","104-tritici-LIB920",0.55941950330503
"4206","0","BLGH_02218","104-tritici-LIB920",0.129244168026335
"4207","0","BLGH_02219","104-tritici-LIB920",0.0974926245826359
"4208","1","BLGH_02224","104-tritici-LIB920",0.871050920532921
"4209","0","BLGH_02227","104-tritici-LIB920",0.0815609030044978
"4210","0","BLGH_02228","104-tritici-LIB920",0.0710190175821478
"4211","1","BLGH_02253","104-tritici-LIB920",1.1719802409279
"4212","1","BLGH_02254","104-tritici-LIB920",0.981250091745232
"4213","1","BLGH_02264","104-tritici-LIB920",0.715398841014046
"4214","1","BLGH_02270","104-tritici-LIB920",1.07150083241894
"4215","1","BLGH_02293","104-tritici-LIB920",0.901947909895577
"4216","1","BLGH_02307","104-tritici-LIB920",0.964433242065921
"4217","1","BLGH_02314","104-tritici-LIB920",1.05794524482521
"4218","1","BLGH_02315","104-tritici-LIB920",0.998105711788103
"4219","1","BLGH_02334","104-tritici-LIB920",0.542154107435146
"4220","1","BLGH_02347","104-tritici-LIB920",0.712917336189436
"4221","1","BLGH_02355","104-tritici-LIB920",1.14236599506681
"4222","1","BLGH_02370","104-tritici-LIB920",0.916344203117058
"4223","1","BLGH_02375","104-tritici-LIB920",1.03970388364351
"4224","1","BLGH_02382","104-tritici-LIB920",0.701283596725032
"4225","1","BLGH_02408","104-tritici-LIB920",1.15340024808054
"4226","1","BLGH_02413","104-tritici-LIB920",0.82862452025082
"4227","0","BLGH_02415","104-tritici-LIB920",0.426370183681284
"4228","0","BLGH_02416","104-tritici-LIB920",0.491670121722561
"4229","0","BLGH_02427","104-tritici-LIB920",0
"4230","1","BLGH_02435","104-tritici-LIB920",0.669674239192127
"4231","1","BLGH_02439","104-tritici-LIB920",1.15763862328965
"4232","1","BLGH_02440","104-tritici-LIB920",0.805188937907354
"4233","2","BLGH_02441","104-tritici-LIB920",1.62794361768094
"4234","1","BLGH_02446","104-tritici-LIB920",0.768234565191502
"4235","1","BLGH_02448","104-tritici-LIB920",1.41967067759371
"4236","1","BLGH_02459","104-tritici-LIB920",0.856929716672749
"4237","1","BLGH_02483","104-tritici-LIB920",1.27123710226627
"4238","1","BLGH_02494","104-tritici-LIB920",0.706610588241732
"4239","1","BLGH_02500","104-tritici-LIB920",0.850248795799784
"4240","1","BLGH_02556","104-tritici-LIB920",0.845805860667918
"4241","0","BLGH_02610","104-tritici-LIB920",0.311876277868971
"4242","1","BLGH_02611","104-tritici-LIB920",0.53486197616555
"4243","0","BLGH_02616","104-tritici-LIB920",0
"4244","0","BLGH_02617","104-tritici-LIB920",0
"4245","0","BLGH_02618","104-tritici-LIB920",0
"4246","1","BLGH_02622","104-tritici-LIB920",0.875531326129915
"4247","1","BLGH_02628","104-tritici-LIB920",0.841483068783523
"4248","1","BLGH_02630","104-tritici-LIB920",1.00638374340932
"4249","1","BLGH_02676","104-tritici-LIB920",1.0254308414535
"4250","0","BLGH_02693","104-tritici-LIB920",0.129831641517364
"4251","0","BLGH_02694","104-tritici-LIB920",0.266321315933054
"4252","0","BLGH_02695","104-tritici-LIB920",0.36405782450464
"4253","1","BLGH_02700","104-tritici-LIB920",0.820098367580156
"4254","1","BLGH_02702","104-tritici-LIB920",0.685310902146202
"4255","1","BLGH_02704","104-tritici-LIB920",0.98865735782966
"4256","0","BLGH_02705","104-tritici-LIB920",0.0484220574423735
"4257","0","BLGH_02706","104-tritici-LIB920",0.0594467223064853
"4258","0","BLGH_02707","104-tritici-LIB920",0.0428016400606694
"4259","0","BLGH_02708","104-tritici-LIB920",0.0266321315933054
"4260","0","BLGH_02709","104-tritici-LIB920",0.108193034597803
"4261","0","BLGH_02710","104-tritici-LIB920",0.0499352467374476
"4262","0","BLGH_02715","104-tritici-LIB920",0.37728853090516
"4263","0","BLGH_02716","104-tritici-LIB920",0.0856032801213389
"4264","0","BLGH_02717","104-tritici-LIB920",0.397729859978969
"4265","3","BLGH_02719","104-tritici-LIB920",2.90532344654241
"4266","0","BLGH_02720","104-tritici-LIB920",0.0822462887440314
"4267","0","BLGH_02721","104-tritici-LIB920",0.183095904703975
"4268","1","BLGH_02722","104-tritici-LIB920",0.531311025286443
"4269","0","BLGH_02723","104-tritici-LIB920",0.411371318360878
"4270","0","BLGH_02724","104-tritici-LIB920",0.0582577878603557
"4271","0","BLGH_02725","104-tritici-LIB920",0.0856032801213389
"4272","0","BLGH_02727","104-tritici-LIB920",0.244920495902719
"4273","0","BLGH_02729","104-tritici-LIB920",0.166450822458159
"4274","0","BLGH_02730","104-tritici-LIB920",0.0961715863091585
"4275","0","BLGH_02731","104-tritici-LIB920",0.107703473355279
"4276","0","BLGH_02732","104-tritici-LIB920",0.125762843635053
"4277","0","BLGH_02733","104-tritici-LIB920",0.251189422982312
"4278","1","BLGH_02736","104-tritici-LIB920",1.28241111436097
"4279","0","BLGH_02737","104-tritici-LIB920",0.116515575720711
"4280","1","BLGH_02738","104-tritici-LIB920",0.749310821099779
"4281","2","BLGH_02741","104-tritici-LIB920",2.03764467095302
"4282","2","BLGH_02742","104-tritici-LIB920",2.09282419922195
"4283","1","BLGH_02744","104-tritici-LIB920",1.44748805701471
"4284","1","BLGH_02748","104-tritici-LIB920",1.03275863512342
"4285","1","BLGH_02753","104-tritici-LIB920",0.9569733356898
"4286","1","BLGH_02781","104-tritici-LIB920",1.10808690379289
"4287","1","BLGH_02799","104-tritici-LIB920",1.03499045572673
"4288","1","BLGH_02837","104-tritici-LIB920",0.903590179058576
"4289","1","BLGH_02880","104-tritici-LIB920",0.884984524125496
"4290","0","BLGH_02882","104-tritici-LIB920",0.424141355004494
"4291","1","BLGH_02896","104-tritici-LIB920",0.63881126456915
"4292","0","BLGH_02918","104-tritici-LIB920",0.175962298027196
"4293","0","BLGH_02919","104-tritici-LIB920",0.187059019524407
"4294","0","BLGH_02921","104-tritici-LIB920",0.117795966662697
"4295","1","BLGH_02927","104-tritici-LIB920",0.93928199113139
"4296","1","BLGH_02930","104-tritici-LIB920",0.778619958387609
"4297","1","BLGH_02938","104-tritici-LIB920",0.530081849982136
"4298","1","BLGH_02939","104-tritici-LIB920",0.610956379481668
"4299","1","BLGH_02940","104-tritici-LIB920",0.77858633195883
"4300","0","BLGH_02952","104-tritici-LIB920",0.32457910379341
"4301","1","BLGH_02953","104-tritici-LIB920",0.686206939037183
"4302","1","BLGH_02965","104-tritici-LIB920",0.757937336629898
"4303","1","BLGH_02974","104-tritici-LIB920",1.05541000971324
"4304","0","BLGH_03022","104-tritici-LIB920",0.474384844005753
"4305","1","BLGH_03023","104-tritici-LIB920",0.522655582518619
"4306","2","BLGH_03049","104-tritici-LIB920",1.85402513338251
"4307","0","BLGH_03092","104-tritici-LIB920",0
"4308","0","BLGH_03093","104-tritici-LIB920",0
"4309","0","BLGH_03094","104-tritici-LIB920",0
"4310","1","BLGH_03102","104-tritici-LIB920",0.598773093761647
"4311","1","BLGH_03125","104-tritici-LIB920",0.895170930349141
"4312","1","BLGH_03137","104-tritici-LIB920",0.827078750584111
"4313","1","BLGH_03139","104-tritici-LIB920",0.943259591819787
"4314","1","BLGH_03164","104-tritici-LIB920",0.635320729575237
"4315","0","BLGH_03165","104-tritici-LIB920",0
"4316","2","BLGH_03168","104-tritici-LIB920",1.52468953371673
"4317","1","BLGH_03171","104-tritici-LIB920",0.670924853600579
"4318","0","BLGH_03172","104-tritici-LIB920",0.47619409207595
"4319","1","BLGH_03180","104-tritici-LIB920",0.998376952832779
"4320","1","BLGH_03184","104-tritici-LIB920",0.696427871758211
"4321","1","BLGH_03185","104-tritici-LIB920",1.06791553211583
"4322","1","BLGH_03189","104-tritici-LIB920",0.823697133389776
"4323","1","BLGH_03190","104-tritici-LIB920",0.764342176727865
"4324","1","BLGH_03214","104-tritici-LIB920",0.907156982396965
"4325","0","BLGH_03215","104-tritici-LIB920",0.153134756661506
"4326","2","BLGH_03222","104-tritici-LIB920",2.30779169725812
"4327","1","BLGH_03231","104-tritici-LIB920",0.956864659650583
"4328","1","BLGH_03256","104-tritici-LIB920",0.621920800275484
"4329","1","BLGH_03257","104-tritici-LIB920",1.01835041808629
"4330","0","BLGH_03260","104-tritici-LIB920",0
"4331","0","BLGH_03262","104-tritici-LIB920",0.266321315933054
"4332","1","BLGH_03265","104-tritici-LIB920",0.617717496678056
"4333","1","BLGH_03267","104-tritici-LIB920",1.08620675050759
"4334","1","BLGH_03268","104-tritici-LIB920",1.12289889206293
"4335","1","BLGH_03269","104-tritici-LIB920",0.789100195357197
"4336","1","BLGH_03288","104-tritici-LIB920",1.05502686314334
"4337","0","BLGH_03325","104-tritici-LIB920",0.184136222344338
"4338","1","BLGH_03345","104-tritici-LIB920",0.713889082987214
"4339","0","BLGH_03353","104-tritici-LIB920",0.284006715819233
"4340","1","BLGH_03354","104-tritici-LIB920",0.972744714732542
"4341","1","BLGH_03360","104-tritici-LIB920",0.769117593427354
"4342","1","BLGH_03401","104-tritici-LIB920",0.960192783670398
"4343","1","BLGH_03408","104-tritici-LIB920",0.860668444609409
"4344","1","BLGH_03411","104-tritici-LIB920",0.766954174249516
"4345","1","BLGH_03412","104-tritici-LIB920",0.96148972902905
"4346","0","BLGH_03417","104-tritici-LIB920",0.401859842791841
"4347","1","BLGH_03492","104-tritici-LIB920",1.13960749143446
"4348","1","BLGH_03493","104-tritici-LIB920",1.12490031188322
"4349","2","BLGH_03496","104-tritici-LIB920",1.64286961766203
"4350","1","BLGH_03526","104-tritici-LIB920",0.848015697602118
"4351","1","BLGH_03548","104-tritici-LIB920",0.967159537788329
"4352","1","BLGH_03560","104-tritici-LIB920",0.843009396203475
"4353","1","BLGH_03566","104-tritici-LIB920",1.10012380796764
"4354","1","BLGH_03592","104-tritici-LIB920",0.960563439753515
"4355","0","BLGH_03593","104-tritici-LIB920",0.467124754941088
"4356","1","BLGH_03594","104-tritici-LIB920",0.823931571167886
"4357","1","BLGH_03595","104-tritici-LIB920",0.758845031616939
"4358","1","BLGH_03611","104-tritici-LIB920",0.559880039177443
"4359","1","BLGH_03612","104-tritici-LIB920",0.676523851279093
"4360","0","BLGH_03616","104-tritici-LIB920",0.452418792845291
"4361","1","BLGH_03631","104-tritici-LIB920",1.2525646917814
"4362","1","BLGH_03632","104-tritici-LIB920",0.644853444937039
"4363","1","BLGH_03635","104-tritici-LIB920",0.794989002785236
"4364","1","BLGH_03636","104-tritici-LIB920",0.627034997006937
"4365","0","BLGH_03653","104-tritici-LIB920",0.254215801572461
"4366","1","BLGH_03684","104-tritici-LIB920",0.566786390319064
"4367","0","BLGH_03687","104-tritici-LIB920",0
"4368","0","BLGH_03688","104-tritici-LIB920",0.451266674219897
"4369","1","BLGH_03691","104-tritici-LIB920",0.699613613144448
"4370","0","BLGH_03696","104-tritici-LIB920",0
"4371","0","BLGH_03697","104-tritici-LIB920",0.0388385252402371
"4372","0","BLGH_03698","104-tritici-LIB920",0.414846665203411
"4373","0","BLGH_03699","104-tritici-LIB920",0
"4374","0","BLGH_03700","104-tritici-LIB920",0
"4375","0","BLGH_03701","104-tritici-LIB920",0
"4376","0","BLGH_03703","104-tritici-LIB920",0.0859995916033821
"4377","1","BLGH_03748","104-tritici-LIB920",0.841423858198668
"4378","0","BLGH_03782","104-tritici-LIB920",0.0110967214972106
"4379","0","BLGH_03784","104-tritici-LIB920",0.322439021790376
"4380","1","BLGH_03785","104-tritici-LIB920",0.652095575041963
"4381","1","BLGH_03788","104-tritici-LIB920",0.90058655519467
"4382","1","BLGH_03789","104-tritici-LIB920",0.56355492746548
"4383","0","BLGH_03792","104-tritici-LIB920",0.373589623739423
"4384","1","BLGH_03829","104-tritici-LIB920",0.698250665349795
"4385","1","BLGH_03844","104-tritici-LIB920",1.17005136963235
"4386","1","BLGH_03848","104-tritici-LIB920",0.982239938400696
"4387","0","BLGH_03870","104-tritici-LIB920",0.480857931545792
"4388","1","BLGH_03872","104-tritici-LIB920",0.915017160124156
"4389","1","BLGH_03873","104-tritici-LIB920",0.759496227010114
"4390","1","BLGH_03877","104-tritici-LIB920",0.900207660559337
"4391","1","BLGH_03892","104-tritici-LIB920",0.719265561432579
"4392","1","BLGH_03911","104-tritici-LIB920",0.71790963425432
"4393","0","BLGH_03916","104-tritici-LIB920",0.0554836074860529
"4394","1","BLGH_03939","104-tritici-LIB920",0.987152183601172
"4395","1","BLGH_03941","104-tritici-LIB920",0.715914986205197
"4396","1","BLGH_03946","104-tritici-LIB920",0.738368367488551
"4397","1","BLGH_03952","104-tritici-LIB920",0.828168501194093
"4398","1","BLGH_03958","104-tritici-LIB920",0.922436991760188
"4399","2","BLGH_03960","104-tritici-LIB920",1.56450769140165
"4400","1","BLGH_03973","104-tritici-LIB920",0.990104975588614
"4401","1","BLGH_03974","104-tritici-LIB920",0.836459185700263
"4402","1","BLGH_03978","104-tritici-LIB920",1.04417150174833
"4403","1","BLGH_03982","104-tritici-LIB920",0.564268288133158
"4404","1","BLGH_04011","104-tritici-LIB920",0.877008439388815
